ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
1 Chronicles 11:2,1 Chronicles,11,2,high,19,1,1,0,0,,6,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, king, lord, shepherd","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, lord, shepherd; crossref_top_vote=6; reco=keep","Even yesterday and third day, when Saul was king, you were one bringing Israel out and bringing it in, and the Lord your God said to you, You shall shepherd my people Israel, and you shall be ruler over Israel.","And heretofore when Saul was king, thou wast he that led Israel in and out, and the Lord of Israel said to thee, Thou shalt feed my people Israel, and thou shalt be for a ruler over Israel.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
1 Kings 1:47,1 Kings,1,47,high,19,1,1,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, king, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, lord, name; crossref_top_vote=5; reco=keep","And the servants of the king entered to bless our lord King David, saying, May God make the name of Solomon your son better than your name, and may he enlarge his throne beyond your throne. And the king bowed on his bed.","And the servants of the king have gone in to bless our lord king David, saying, God make the name of Solomon better than thy name, and make his throne greater than thy throne; and the king worshipped upon his bed.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
2 Kings 18:12,2 Kings,18,12,high,19,1,1,0,0,,2,4,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"covenant, god, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, god, lord, servant; crossref_top_vote=2; eng_reco=keep; reco=keep","because they did not listen to the voice of the Lord their God and transgressed his covenant, all that Moses the servant of the Lord commanded, and they did not listen and did not do it.","because they hearkened not to the voice of the Lord their God, and transgressed his covenant, even in all things that Moses the servant of the Lord commanded, and hearkened not to them, nor did them.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
2 Kings 1:3,2 Kings,1,3,high,19,1,1,0,0,,7,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"angel, god, king, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, god, king, lord; crossref_top_vote=7; reco=keep","And the angel of the Lord spoke to Elijah the Tishbite, saying, Rise, come to meet the messengers of Ahaziah king of Samaria, and you will speak to them, Is it because there is no God in Israel that you are going to seek in Baal of flies, god of Ekron?","And an angel of the Lord called Eliu the Thesbite, saying, Arise, and go to meet the messengers of Ochozias king of Samaria, and thou shalt say to them, Is it because there is no God in Israel, that ye go to enquire of Baal fly, the god of Accaron? but it shall not be so.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
2 Kings 23:25,2 Kings,23,25,high,19,1,1,0,0,,6,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"king, law, lord, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, law, lord, soul; crossref_top_vote=6; eng_reco=keep; reco=keep","Like him there was no king before him who turned to the Lord with all his heart and with all his soul and with all his strength according to all the law of Moses, and after him none like him arose.","There was no king like him before him, who turned to the Lord with all his heart, and with all his soul, and with all his strength, according to all the law of Moses; and after him there rose not one like him.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
2 Samuel 14:17,2 Samuel,14,17,high,19,1,1,0,0,,5,2,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"angel, god, king, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, god, king, lord; crossref_top_vote=5; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","And the woman said, Let the word of my lord the king now be as an offering, because as an angel of God so is my lord the king, to hear the good and the evil, and the Lord your God will be with you.","And the woman said, If now the word of my lord the king be gracious,—well: for as an angel of God, so is my lord the king, to hear good and evil: and the Lord thy God shall be with thee.",score>=12; importance=high; decisions=1; footnotes=1; eng=2; eng_reco=keep; reco=keep
Amos 5:15,Amos,5,15,high,19,1,1,0,0,,11,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, judgment, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, judgment, lord, mercy; crossref_top_vote=11; reco=keep","We hated evil things and loved good things, and restore judgment in the gates, so that the Lord God Almighty may show mercy to the remnant of Joseph.","We have hated evil, and loved good: and restore ye judgment in the gates; that the Lord God Almighty may have mercy on the remnant of Joseph.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Amos 9:1,Amos,9,1,high,19,1,1,0,0,,5,2,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"altar, being, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=altar, being, lord, mercy; crossref_top_vote=5; eng_reco=keep; reco=keep","I saw the Lord standing upon the altar, and he said, Strike upon the mercy-seat, and the foregates will be shaken; cut through into heads of all, and the remnant of them I will kill with sword. No one fleeing from them will flee away, and no one being rescued from them will be saved.","I saw the Lord standing on the altar: and he said,",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Daniel 3:28,Daniel,3,28,high,19,1,1,0,0,,14,3,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"angel, god, king, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, god, king, lord; crossref_top_vote=14; eng_reco=keep; reco=keep","And King Nebuchadnezzar answered and said, Blessed is the Lord God of Shadrach, Meshach, and Abednego, who sent his angel and saved his servants who hoped in him. For they set aside the command of the king and gave their bodies over to burning so that they would not serve or worship another god except their own God.",,score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Daniel 4:22,Daniel,4,22,high,19,1,1,0,0,,4,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"being, god, holy, king","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=being, god, holy, king; crossref_top_vote=4; eng_reco=keep; reco=keep","And as for that tree being lifted up and coming near heaven and its trunk touching clouds, you, king, were exalted above all humans on the face of the whole earth. Your heart was lifted up in pride, and in strength your works were shown against the Holy One and his angels, because you laid waste the house of the living God because of the sins of his consecrated people.",,score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Daniel 4:33,Daniel,4,33,high,19,1,1,0,0,,3,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, king, lord, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, lord, soul; crossref_top_vote=3; eng_reco=keep; reco=keep","By morning all these things will be completed upon you, Nebuchadnezzar king of Babylon, and none of them will fail. I, Nebuchadnezzar king of Babylon, was bound for seven years; they fed me grass like an ox, and I ate from the herbs of the earth. And after seven years I gave my soul to prayer and begged concerning my sins before the Lord God of heaven, and concerning my ignorances I prayed to the God of gods, the great one. And my hair became like eagle feathers, and my nails like those of a lion. My flesh was changed, and my heart; I walked naked among beasts of the earth. I saw a dream, and thoughts seized me, and after a time much sleep took me and drowsiness fell upon me.",,score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Daniel 4:34,Daniel,4,34,high,19,1,1,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"angel, glory, god, holy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, glory, god, holy; crossref_top_vote=9; reco=keep","And at the completion of the seven years, the time of my release came, and my sins and my ignorances were filled up before the God of heaven, and I prayed concerning my ignorances to the God of gods, the great one, and behold, an angel called to me from heaven, saying, Nebuchadnezzar, serve the God of heaven, the Holy One, and give glory to the Most High; the kingdom of your nation is restored to you.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezekiel 20:39,Ezekiel,20,39,high,19,1,1,0,0,,3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, lord, name; crossref_top_vote=3; reco=keep","And you, house of Israel, thus says the Lord God: Each one, cast away his practices, and after these things, if you do not listen to me, you will no longer profane my holy name with your gifts and with your practices.","And as to you, O house of Israel, thus saith the Lord, even the Lord; Put away each one his evil practices, and hereafter if ye hearken to me, then shall ye no more profane my holy name by your gifts and by devices.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezekiel 43:19,Ezekiel,43,19,high,19,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, seed, sin","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, seed, sin; crossref_top_vote=5; reco=keep","And you will give to the Levitical priests, from the seed of Zadok, those drawing near to me to minister to me, says the Lord God, a young bull from the herd for sin.","And thou shalt appoint to the priests the Levites of the seed of Sadduc, that draw nigh to me, saith the Lord God, to minister to me, a calf of the herd for a sin-offering.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezekiel 44:15,Ezekiel,44,15,high,19,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, lord, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, lord, sacrifice; crossref_top_vote=5; reco=keep","But the Levitical priests, sons of Zadok, who kept the charges of my holy things when the house of Israel went astray from me, they will come near me to minister to me and stand before me to offer me sacrifice, fat and blood, says the Lord God.","The priests the Levites, the sons of Sadduc, who kept the charges of my sanctuary when the house of Israel went astray from me, these shall draw nigh to me to minister to me, and shall stand before my face, to offer sacrifice to me, the fat and the blood, saith the Lord God.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezra 10:3,Ezra,10,3,high,19,1,1,0,0,,8,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"covenant, god, law, offspring","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, god, law, offspring; crossref_top_vote=8; eng_reco=keep; reco=keep","And now let us make a covenant with our God to put out all the women and those born from them, according to your counsel. Rise and warn them in the commandments of our God, and let it be according to law.","Now then let us make a covenant with our God to put away all the wives, and their offspring, as thou shalt advise:",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Ezra 6:3,Ezra,6,3,high,19,1,1,0,0,,4,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, king, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, king, sacrifice; crossref_top_vote=4; reco=keep","In the first year of King Cyrus, Cyrus the king set a decree concerning the house of God in Jerusalem: Let the house be built, and the place where they sacrifice the offerings. And he set its height at sixty cubits and its breadth at sixty cubits,","In the first year of king Cyrus, Cyrus the king made a decree concerning the holy house of God that was in Jerusalem, saying, Let the house be built, and the place where they sacrifice the sacrifices. (Also he appointed its elevation, in height sixty cubits; its breadth was of sixty cubits.)",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezra 7:12,Ezra,7,12,high,19,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, king, law, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, law, lord; crossref_top_vote=5; reco=keep","Artaxerxes, king of kings, to Ezra, scribe of the law of the God of heaven: the matter is settled, and this the answer.","Arthasastha, king of kings, to Esdras, the scribe of the law of the Lord God of heaven, Let the order and the answer be accomplished.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezra 7:6,Ezra,7,6,high,19,1,1,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, king, law, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, law, lord; crossref_top_vote=13; reco=keep","This Ezra came up from Babylon, and he was a quick scribe in the law of Moses, which the Lord God of Israel gave, and the king gave to him because the hand of the Lord his God was upon him in all he sought.","This Esdras went up out of Babylon; and he was a ready scribe in the law of Moses, which the Lord God of Israel gave: and the king gave him leave, for the hand of the Lord his God was upon him in all things which he sought.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 2:4,Habakkuk,2,4,high,19,1,1,0,0,,68,7,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"faith, righteous, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=faith, righteous, soul; crossref_top_vote=68; eng_reco=keep; reco=keep","If he should draw back, my soul has no pleasure in him; but the righteous one will live by my faith.","If he should draw back, my soul has no pleasure in him: but the just shall live by my faith.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Haggai 2:9,Haggai,2,9,high,19,1,1,0,0,,18,4,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"glory, lord, peace, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, lord, peace, soul; crossref_top_vote=18; eng_reco=keep; reco=keep","The latter glory of this house will be greater than the first, says the Lord Almighty, and in this place I will give peace, says the Lord Almighty, and peace of soul for preservation to everyone building to raise this temple.","For the glory of this house shall be great, the latter more than the former, saith the Lord Almighty: and in this place will I give peace, saith the Lord Almighty, even peace of soul for a possession to every one that builds, to raise up this temple.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Hosea 13:4,Hosea,13,4,high,19,1,1,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"created, god, lord, savior","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=created, god, lord, savior; crossref_top_vote=13; reco=keep","But I am the Lord your God, establishing heaven and creating earth, whose hands created all the army of heaven, and I did not show them to you for you to go after them. And I brought you up from the land of Egypt, and besides me you will know no god, and there is no savior except me.","But I am the Lord thy God that establishes the heaven, and creates the earth, whose hands have framed the whole host of heaven: but I shewed them not to thee that thou shouldest go after them: and I brought thee up out of the land of Egypt, and thou shalt know no God but me; and there is no Saviour beside me.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Hosea 4:1,Hosea,4,1,high,19,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, mercy, truth","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, mercy, truth; crossref_top_vote=7; reco=keep","Hear the word of the Lord, sons of Israel, because the Lord has a case against the inhabitants of the land, because there is no truth nor mercy nor knowledge of God upon the land.","Hear the word of the Lord, ye children of Israel: for the Lord has a controversy with the inhabitants of the land, because there is no truth, nor mercy, nor knowledge of God in the land.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Hosea 4:6,Hosea,4,6,high,19,1,1,0,0,,84,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, law, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, law, priest; crossref_top_vote=84; reco=keep","My people became like those having no knowledge. Because you rejected knowledge, I also will reject you from serving as priest to me. And you forgot the law of your God; I also will forget your children.","My people are like as if they had no knowledge: because thou hast rejected knowledge, I will also reject thee, that thou shalt not minister as priest to me: and as thou hast forgotten the law of thy God, I also will forget thy children.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Hosea 6:6,Hosea,6,6,high,19,1,1,0,0,,62,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, mercy, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, mercy, sacrifice; crossref_top_vote=62; reco=keep","Because I want mercy and not sacrifice, and knowledge of God rather than burnt offerings.","For I will have mercy rather than sacrifice, and the knowledge of God rather than whole-burnt-offerings.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 1:1,Job,1,1,high,19,1,1,0,0,,51,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, name, righteous","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, name, righteous; crossref_top_vote=51; eng_reco=keep; reco=keep","There was a certain man in the land of Uz, whose name was Job, and that man was true, blameless, righteous, god-fearing, turning away from every evil thing.","There was a certain man in the land of Ausis, whose name was Job; and that man was true, blameless, righteous, and godly, abstaining from everything evil.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Joshua 22:34,Joshua,22,34,high,19,1,1,0,0,,4,1,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"altar, god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=altar, god, lord, name; crossref_top_vote=4; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","And Joshua named the altar of the Reubenites and the Gadites and the half tribe of Manasseh, and said, It is a witness between them that the Lord is their God.","And Joshua gave a name to the altar of the children of Ruben, and the children of Gad, and of the half tribe of Manasse; and said, It is a testimony in the midst of them, that the Lord is their God.",score>=12; importance=high; decisions=1; footnotes=1; eng=3; eng_reco=keep; reco=keep
Malachi 1:6,Malachi,1,6,high,19,1,1,0,0,,61,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, name, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, name, servant; crossref_top_vote=61; reco=keep","A son honors a father and a servant his master. If I am a father, where is my honor? And if I am the Lord, where is my fear? says the Lord Almighty to you, priests despising my name. And you said, In what have we despised your name?","A son honours his father, and a servant his master: if then I am a father, where is mine honour? and if I am a master, where is my fear? saith the Lord Almighty. Ye the priests are they that despise my name: yet ye said, Wherein have we despised thy name?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Malachi 2:7,Malachi,2,7,high,19,1,1,0,0,,13,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"law, lord, messenger, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=law, lord, messenger, priest; crossref_top_vote=13; reco=keep","Because the lips of a priest will guard knowledge, and the law they will seek from his mouth, because he is a messenger of the Lord Almighty.","For the priest's lips should keep knowledge, and they should seek the law at his mouth: for he is the messenger of the Lord Almighty.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nehemiah 4:3,Nehemiah,4,3,high,19,2,2,0,0,,3,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, sacrifice","decisions=2; footnotes=2; reviewed_decisions=2; importance=high; keywords=god, sacrifice; crossref_top_vote=3; reco=keep",And we prayed to our God and set guards over them day and night because of them.,"And Tobias the Ammanite came near to him, and said to them, Do they sacrifice or eat in their place? shall not a fox go up and pull down their wall of stones?",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
Nehemiah 9:5,Nehemiah,9,5,high,19,1,1,0,0,,5,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, god, lord, name; crossref_top_vote=5; reco=keep","And the Levites, Jeshua and Kadmiel, said, Rise, bless the Lord your God from age to age, and they will bless the name of your glory and will exalt it above every blessing and praise.","And the Levites, Jesus and Cadmiel, said, Rise up, bless the Lord our God forever and ever: and let them bless thy glorious name, and exalt it with all blessing and praise.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 3:16,Proverbs,3,16,high,19,1,1,0,0,,14,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, law, mercy, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, law, mercy, righteousness; crossref_top_vote=14; reco=keep","For the length of life and years of life are in her right hand; in her left are riches and glory. From her mouth comes righteousness, and law and mercy she carries on her tongue.",For length of existence and years of life are in her right hand; and in her left hand are wealth and glory:,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 9:10,Proverbs,9,10,high,19,1,1,0,0,,72,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, law, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy, law, lord; crossref_top_vote=72; reco=keep","The beginning of wisdom is the fear of the Lord, and the counsel of holy ones is understanding. For knowing law belongs to good mind.","The fear of the Lord is the beginning of wisdom, and the counsel of saints is understanding:",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Psalms 24:1,Psalms,24,1,high,19,1,1,0,0,,92,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, soul; crossref_top_vote=92; eng_reco=keep; reco=keep","Psalm of David. To you, Lord, I lifted my soul, O my God.",A Psalm of David.,score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Zechariah 14:5,Zechariah,14,5,high,19,1,1,0,0,,9,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, king, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, king, lord; crossref_top_vote=9; reco=keep","And the ravine of my mountains will be blocked up, and the ravine of mountains will cling together as far as Azal, and it will be blocked as it was blocked in the days of earthquake in the days of Uzziah king of Judah, and the Lord my God will come and all holy ones with him.","And the valley of my mountains shall be closed up, and the valley of the mountains shall be joined on to Jasod, and shall be blocked up as it was blocked up in the days of the earthquake, in the days of Ozias king of Juda; and the Lord my God shall come, and all the saints with him.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 2:3,Zephaniah,2,3,high,19,1,1,0,0,,31,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, justice, lord, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, justice, lord, righteousness; crossref_top_vote=31; reco=keep","Seek the Lord, all humble of earth, who have done his judgment. Seek righteousness; seek humility. It may be that you will be sheltered in the day of the Lord's wrath.","Seek ye the Lord, all ye meek of the earth; do judgment, and seek justice, and answer accordingly; that ye may be hid in the day of the wrath of the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
2 Samuel 14:14,2 Samuel,14,14,high,18,2,2,0,0,,14,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,god,decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=god; crossref_top_vote=14; reco=keep,"Because in death we will die, and like the water poured down upon the ground, which will not be gathered, and God will take a life, yet he devises ways for the banished one not to remain banished from him.","For we shall surely die, and be as water poured upon the earth, which shall not be gathered up, and God shall take the life, even as he devises to thrust forth from him his outcast.",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
2 Samuel 14:19,2 Samuel,14,19,high,18,1,1,0,0,,5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, servant, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, servant, soul; crossref_top_vote=5; reco=keep","And the king said, Is the hand of Joab with you in all this? And the woman said to the king, As your life lives, my lord king, there is not to the right or to the left from all that my lord the king spoke, because your servant Joab, he himself commanded me, and he himself put in the mouth of your servant all these words.","And the king said, Is not the hand of Joab in all this matter with thee? and the woman said to the king, As thy soul lives, my lord, O king, there is no turning to the right hand or to the left from all that my lord the king has spoken; for thy servant Joab himself charged me, and he put all these words in the mouth of thine handmaid.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 11:5,Ecclesiastes,11,5,high,18,1,1,0,0,,22,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, spirit, wind","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, spirit, wind; crossref_top_vote=22; reco=keep","As you do not know what the way of spirit is, as bones in the womb of a pregnant woman, so you will not know works of God, who will make all things.","Among whom none knows what is the way of the wind: as the bones are hid in the womb of a pregnant woman, so thou shalt not know the works of God, even all things whatsoever he shall do.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezekiel 18:20,Ezekiel,18,20,high,18,1,1,0,0,,39,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"righteous, righteousness, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=righteous, righteousness, soul; crossref_top_vote=39; reco=keep","And the soul sinning will die, but a son will not bear the injustice of his father, nor a father bear the injustice of his son. The righteousness of a righteous one will be upon him, and the lawlessness of a lawless one will be upon him.","But the soul that sins shall die: and the son shall not bear the iniquity of the father, nor shall the father bear the iniquity of the son: the righteousness of the righteous shall be upon him, and the iniquity of the transgressor shall be upon him.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezra 7:21,Ezra,7,21,high,18,1,1,0,0,,4,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, king, law, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, king, law, priest; crossref_top_vote=4; reco=keep","And from me, I Artaxerxes the king, set a decree to all the treasuries beyond the River, that whatever Ezra the priest and scribe of the law of the God of heaven asks from you, let it be promptly done,","and from me, whatever it shall seem good to thee to give.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ezra 7:26,Ezra,7,26,high,18,1,1,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, judgment, king, law","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, judgment, king, law; crossref_top_vote=7; reco=keep","And everyone who is not doing the law of your God and the law of the king, judgment shall promptly be carried out from him, whether to death or to discipline or to confiscation of substance or to bonds.","And whosoever shall not do the law of God, and the law of the king readily, judgment shall be taken upon him, whether for death or for chastisement, or for a fine of his property, or casting into prison.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 1:12,Habakkuk,1,12,high,18,1,1,0,0,,10,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, judgment, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, judgment, lord; crossref_top_vote=10; reco=keep","Are you not from the beginning, O Lord my God, my Holy One? And surely we shall not die. O Lord, you appointed him for judgment, and he formed me to reprove his discipline.","Art not thou from the beginning, O Lord God, my Holy One? and surely we shall not die. O Lord, thou hast established it for judgment, and he has formed me to chasten with his correction.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 3:18,Habakkuk,3,18,high,18,1,1,0,0,,33,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, savior","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, savior; crossref_top_vote=33; reco=keep",But I will exult in the Lord; I will rejoice in God my savior.,"yet I will exult in the Lord, I will joy in God my Saviour.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
