ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Mark 12:28,MRK,Mark,12,28,needs_focused_tr_review,high,12,law_covenant,law_covenant:commandment,yes,"And one of the scribes came, and having heard them reasoning together, and perceiving that he had answered them well, asked him, Which is the first commandment of all?","And one of the scribes came, and having heard them reasoning together, and perceiving that he had answered them well, asked him, Which is the first commandment of all?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 12:41,MRK,Mark,12,41,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"And Jesus sat opposite to the treasury, and beheld how the people cast money into the treasury: and many that were rich cast in much.","And Jesus sat opposite to the treasury, and beheld how the people cast money into the treasury: and many that were rich cast in much.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 13:6,MRK,Mark,13,6,needs_focused_tr_review,high,12,christology,christology:christ,yes,"For many shall come in my name, saying, I am Christ; and shall deceive many.","For many shall come in my name, saying, I am Christ; and shall deceive many.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:8,MRK,Mark,14,8,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:body,yes,She has done what she could: she has come beforehand to anoint my body to the burying.,She has done what she could: she has come beforehand to anoint my body to the burying.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:38,MRK,Mark,14,38,tr_literal_pass1,medium,12,anthropology_ethics; spirit_church; textual_literal,anthropology_ethics:flesh; spirit_church:spirit; textual_literal:truly,no,"Watch you and pray, lest you enter into temptation. The spirit truly is ready, but the flesh is weak.","Watch all of you and pray, lest all of you enter into temptation. The spirit (o. pneuma) truly is ready, but the flesh is weak.",removed UKJV inline Strong-style lexical marker; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 14:51,MRK,Mark,14,51,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:body,yes,"And there followed him a certain young man, having a linen cloth cast about his naked body; and the young men laid hold on him:","And there followed him a certain young man, having a linen cloth cast about his naked body; and the young men laid hold on him:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:53,MRK,Mark,14,53,needs_focused_tr_review,high,12,christology,christology:jesus,yes,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:54,MRK,Mark,14,54,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:fire,yes,"And Peter followed him far off, even into the palace of the high priest: and he sat with the servants, and warmed himself at the fire.","And Peter followed him far off, even into the palace of the high priest: and he sat with the servants, and warmed himself at the fire.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:60,MRK,Mark,14,60,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"And the high priest stood up in the midst, and asked Jesus, saying, Answer you nothing? what is it which these witness against you?","And the high priest stood up in the midst, and asked Jesus, saying, Answer you nothing? what is it which these witness against you?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 14:61,MRK,Mark,14,61,tr_literal_pass1,medium,12,anthropology_ethics; christology; textual_literal,anthropology_ethics:peace; christology:christ; textual_literal:son,no,"But he held his peace, and answered nothing. Again the high priest asked him, and said to him, Are you the Christ, the Son of the Blessed?","But he held his peace, and answered nothing. Again the high priest asked him, and said unto him, Are you the Christ, the Son of the Blessed?",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 14:62,MRK,Mark,14,62,tr_literal_pass1,medium,12,christology; textual_literal,christology:jesus; christology:son of man; textual_literal:son,no,"And Jesus said, I am: and you shall see the Son of man sitting on the right hand of power, and coming in the clouds of heaven.","And Jesus said, I am: and all of you shall see the Son of man sitting on the right hand of power, and coming in the clouds of heaven.",removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 14:67,MRK,Mark,14,67,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"And when she saw Peter warming himself, she looked upon him, and said, And you also were with Jesus of Nazareth.","And when she saw Peter warming himself, she looked upon him, and said, And you also were with Jesus of Nazareth.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:1,MRK,Mark,15,1,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"And immediately in the morning the chief priests held a consultation with the elders and scribes and the whole council, and bound Jesus, and carried him away, and delivered him to Pilate.","And immediately in the morning the chief priests held a consultation with the elders and scribes and the whole council, and bound Jesus, and carried him away, and delivered him to Pilate.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:5,MRK,Mark,15,5,needs_focused_tr_review,high,12,christology,christology:jesus,yes,But Jesus yet answered nothing; so that Pilate marvelled.,But Jesus yet answered nothing; so that Pilate marvelled.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:18,MRK,Mark,15,18,needs_focused_tr_review,high,12,christology,christology:king,yes,"And began to salute him, Hail, King of the Jews!","And began to salute him, Hail, King of the Jews!",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:21,MRK,Mark,15,21,needs_focused_tr_review,high,12,soteriology,soteriology:cross,yes,"And they compel one Simon a Cyrenian, who passed by, coming out of the country, the father of Alexander and Rufus, to bear his cross.","And they compel one Simon a Cyrenian, who passed by, coming out of the country, the father of Alexander and Rufus, to bear his cross.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:26,MRK,Mark,15,26,needs_focused_tr_review,high,12,christology,christology:king,yes,"And the superscription of his accusation was written over, THE KING OF THE JEWS.","And the superscription of his accusation was written over, THE KING OF THE JEWS.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:28,MRK,Mark,15,28,needs_focused_tr_review,high,12,law_covenant,law_covenant:scripture,yes,"And the scripture was fulfilled, which says, And he was numbered with the transgressors.","And the scripture was fulfilled, which says, And he was numbered with the transgressors.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:34,MRK,Mark,15,34,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"And at the ninth hour Jesus cried with a loud voice, saying, Eloi, Eloi, lama sabachthani? which is, being interpreted, My God, my God, why have you forsaken me?","And at the ninth hour Jesus cried with a loud voice, saying, Eloi, Eloi, lama sabachthani? which is, being interpreted, My God, my God, why have you forsaken me?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 15:45,MRK,Mark,15,45,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:body,yes,"And when he knew it of the centurion, he gave the body to Joseph.","And when he knew it of the centurion, he gave the body to Joseph.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Mark 16:9,MRK,Mark,16,9,tr_literal_pass1,medium,12,christology,christology:jesus,no,"Now when Jesus was risen early the first day of the week, he appeared first to Mary Magdalene, out of whom he had cast seven demons.","Now when Jesus was risen early the first day of the week, he appeared first to Mary Magdalene, out of whom he had cast seven devils.",rendered daimonion as demon,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonion as demon; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 16:17,MRK,Mark,16,17,tr_literal_pass1,medium,12,soteriology,soteriology:believe,no,And these signs shall follow those who believe; In my name shall they cast out demons; they shall speak with new tongues;,And these signs shall follow them that believe; In my name shall they cast out devils; they shall speak with new tongues;,modernized them-that relative; rendered daimonion as demon,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonion as demon; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 16:19,MRK,Mark,16,19,tr_literal_pass1,medium,12,christology,christology:lord,no,"So then after the Lord had spoken to them, he was received up into heaven, and sat on the right hand of God.","So then after the Lord had spoken unto them, he was received up into heaven, and sat on the right hand of God.",modernized archaic directional unto; normalized NT kurios as Lord,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philemon 1:10,PHM,Philemon,1,10,needs_focused_tr_review,high,12,textual_literal,textual_literal:son,yes,"I plead to you for my son Onesimus, whom I have begotten in my bonds:","I plead to you for my son Onesimus, whom I have begotten in my bonds:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philemon 1:20,PHM,Philemon,1,20,tr_literal_pass1,medium,12,christology,christology:lord,no,"Yes, brother, let me have joy of you in the Lord: refresh my bowels in the Lord.","Yea, brother, let me have joy of you in the Lord: refresh my bowels in the Lord.",modernized yea; normalized NT kurios as Lord,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 1:11,PHP,Philippians,1,11,tr_literal_pass1,medium,12,christology; soteriology,christology:christ; christology:jesus; soteriology:righteousness,no,"Being filled with the fruits of righteousness, which are by Jesus Christ, to the glory and praise of God.","Being filled with the fruits of righteousness, which are by Jesus Christ, unto the glory and praise of God.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 1:13,PHP,Philippians,1,13,needs_focused_tr_review,high,12,christology,christology:christ,yes,"So that my bonds in Christ are manifest in all the palace, and in all other places;","So that my bonds in Christ are manifest in all the palace, and in all other places;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:15,PHP,Philippians,1,15,needs_focused_tr_review,high,12,christology,christology:christ,yes,Some indeed preach Christ even of envy and strife; and some also of good will:,Some indeed preach Christ even of envy and strife; and some also of good will:,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:16,PHP,Philippians,1,16,needs_focused_tr_review,high,12,christology,christology:christ,yes,"The one preach Christ of contention, not sincerely, supposing to add affliction to my bonds:","The one preach Christ of contention, not sincerely, supposing to add affliction to my bonds:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:21,PHP,Philippians,1,21,needs_focused_tr_review,high,12,christology,christology:christ,yes,"In order to me to live is Christ, and to die is gain.","In order to me to live is Christ, and to die is gain.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:22,PHP,Philippians,1,22,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:flesh,yes,"But if I live in the flesh, this is the fruit of my labour: yet what I shall choose I know not.","But if I live in the flesh, this is the fruit of my labour: yet what I shall choose I know not.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:23,PHP,Philippians,1,23,needs_focused_tr_review,high,12,christology,christology:christ,yes,"For I am in a strait between two, having a desire to depart, and to be with Christ; which is far better:","For I am in a strait between two, having a desire to depart, and to be with Christ; which is far better:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:24,PHP,Philippians,1,24,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:flesh,yes,Nevertheless to abide in the flesh is more necessary for you.,Nevertheless to abide in the flesh is more necessary for you.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:25,PHP,Philippians,1,25,needs_focused_tr_review,high,12,soteriology,soteriology:faith,yes,"And having this confidence, I know that I shall abide and continue with you all for your furtherance and joy of faith;","And having this confidence, I know that I shall abide and continue with you all for your furtherance and joy of faith;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 1:28,PHP,Philippians,1,28,needs_focused_tr_review,high,12,soteriology,soteriology:salvation,yes,"And in nothing terrified by your adversaries: which is to them an evident token of perdition, but to you of salvation, and that of God.","And in nothing terrified by your adversaries: which is to them an evident token of perdition, but to you of salvation, and that of God.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 2:1,PHP,Philippians,2,1,tr_literal_pass1,medium,12,anthropology_ethics; christology; spirit_church,anthropology_ethics:love; christology:christ; spirit_church:spirit,no,"If there be therefore any consolation in Christ, if any comfort of love, if any fellowship of the Spirit, if any bowels and mercies,","If there be therefore any consolation in Christ, if any comfort of love, (o. agape) if any fellowship of the Spirit, (o. pneuma) if any bowels and mercies,",removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 2:10,PHP,Philippians,2,10,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"That at the name of Jesus every knee should bow, of things in heaven, and things in earth, and things under the earth;","That at the name of Jesus every knee should bow, of things in heaven, and things in earth, and things under the earth;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 2:21,PHP,Philippians,2,21,needs_focused_tr_review,high,12,christology,christology:jesus,yes,"For all seek their own, not the things which are Jesus Christ's.","For all seek their own, not the things which are Jesus Christ's.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 2:23,PHP,Philippians,2,23,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:hope,yes,"Him therefore I hope to send presently, so soon as I shall see how it will go with me.","Him therefore I hope to send presently, so soon as I shall see how it will go with me.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 3:1,PHP,Philippians,3,1,tr_literal_pass1,medium,12,christology,christology:lord,no,"Finally, my brothers, rejoice in the Lord. To write the same things to you, to me indeed is not grievous, but for you it is safe.","Finally, my brethren, rejoice in the Lord. To write the same things to you, to me indeed is not grievous, but for you it is safe.",normalized NT kurios as Lord; rendered adelphoi-family wording as brothers,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 3:4,PHP,Philippians,3,4,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:flesh,yes,"Though I might also have confidence in the flesh. If any other man thinks that he has whereof he might trust in the flesh, I more:","Though I might also have confidence in the flesh. If any other man thinks that he has whereof he might trust in the flesh, I more:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 3:7,PHP,Philippians,3,7,needs_focused_tr_review,high,12,christology,christology:christ,yes,"But what things were gain to me, those I counted loss for Christ.","But what things were gain to me, those I counted loss for Christ.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Philippians 4:1,PHP,Philippians,4,1,tr_literal_pass1,medium,12,christology,christology:lord,no,"Therefore, my brothers dearly beloved and longed for, my joy and crown, so stand fast in the Lord, my dearly beloved.","Therefore, my brethren dearly beloved and longed for, my joy and crown, so stand fast in the Lord, my dearly beloved.",normalized NT kurios as Lord; rendered adelphoi-family wording as brothers,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 4:5,PHP,Philippians,4,5,tr_literal_pass1,medium,12,christology,christology:lord,no,Let your moderation be known to all men. The Lord is at hand.,Let your moderation be known unto all men. The Lord is at hand.,modernized archaic directional unto; normalized NT kurios as Lord,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 4:10,PHP,Philippians,4,10,tr_literal_pass1,medium,12,christology,christology:lord,no,"But I rejoiced in the Lord greatly, that now at the last your care of me has flourished again; wherein you were also careful, but you lacked opportunity.","But I rejoiced in the Lord greatly, that now at the last your care of me has flourished again; wherein all of you were also careful, but all of you lacked opportunity.",normalized NT kurios as Lord; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Philippians 4:13,PHP,Philippians,4,13,needs_focused_tr_review,high,12,christology,christology:christ,yes,I can do all things through Christ which strengthens me.,I can do all things through Christ which strengthens me.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 1:2,REV,Revelation,1,2,tr_literal_pass1,medium,12,christology,christology:christ; christology:jesus; christology:word,no,"Who bare record of the word of God, and of the testimony of Jesus Christ, and of all things that he saw.","Who bare record of the word (o. logos) of God, and of the testimony of Jesus Christ, and of all things that he saw.",removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 1:5,REV,Revelation,1,5,tr_literal_pass1,medium,12,christology; soteriology,christology:christ; christology:jesus; soteriology:blood,no,"And from Jesus Christ, who is the faithful witness, and the First-Born of the dead, and the prince of the kings of the earth. To him who loved us, and washed us from our sins in his own blood,","And from Jesus Christ, who is the faithful witness, and the First-Born of the dead, and the prince of the kings of the earth. Unto him that loved us, and washed us from our sins in his own blood,",modernized archaic directional unto; modernized him-that relative,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 1:9,REV,Revelation,1,9,tr_literal_pass1,medium,12,christology,christology:christ; christology:jesus; christology:word,no,"I John, who also am your brother, and companion in tribulation, and in the kingdom and patience of Jesus Christ, was in the isle that is called Patmos, for the word of God, and for the testimony of Jesus Christ.","I John, who also am your brother, and companion in tribulation, and in the kingdom and patience of Jesus Christ, was in the isle that is called Patmos, for the word (o. logos) of God, and for the testimony of Jesus Christ.",removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 1:10,REV,Revelation,1,10,tr_literal_pass1,medium,12,spirit_church,spirit_church:spirit,no,"I was in the Spirit on the Lord's day, and heard behind me a great voice, as of a trumpet,","I was in the Spirit (o. pneuma) on the Lord's day, and heard behind me a great voice, as of a trumpet,",normalized NT kurios as Lord; removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 1:14,REV,Revelation,1,14,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:fire,yes,"His head and his hairs were white like wool, as white as snow; and his eyes were as a flame of fire;","His head and his hairs were white like wool, as white as snow; and his eyes were as a flame of fire;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 3:3,REV,Revelation,3,3,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:repent,yes,"Remember therefore how you have received and heard, and hold fast, and repent. If therefore you shall not watch, I will come on you as a thief, and you shall not know what hour I will come upon you.","Remember therefore how you have received and heard, and hold fast, and repent. If therefore you shall not watch, I will come on you as a thief, and you shall not know what hour I will come upon you.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 5:2,REV,Revelation,5,2,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And I saw a strong angel proclaiming with a loud voice, Who is worthy to open the book, and to loose the seals thereof?","And I saw a strong angel proclaiming with a loud voice, Who is worthy to open the book, and to loose the seals thereof?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 6:10,REV,Revelation,6,10,tr_literal_pass1,medium,12,christology; judgment_afterlife; soteriology,christology:lord; judgment_afterlife:judge; soteriology:blood,no,"And they cried with a loud voice, saying, How long, O Lord, holy and true, do you not judge and avenge our blood on those who dwell on the earth?","And they cried with a loud voice, saying, How long, O Lord, holy and true, do you not judge and avenge our blood on them that dwell on the earth?",modernized them-that relative,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 6:11,REV,Revelation,6,11,tr_literal_pass1,medium,12,,,no,"And white robes were given to every one of them; and it was said to them, that they should rest yet for a little season, until their fellow slaves also and their brothers, that should be killed as they were, should be fulfilled.","And white robes were given unto every one of them; and it was said unto them, that they should rest yet for a little season, until their fellow servants also and their brethren, that should be killed as they were, should be fulfilled.",modernized archaic directional unto; rendered adelphoi-family wording as brothers; rendered doulos-family wording as slave,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered doulos-family wording as slave,"check TR literal choice against Greek, then keep or adjust"
Revelation 6:17,REV,Revelation,6,17,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:wrath,yes,For the great day of his wrath has come; and who shall be able to stand?,For the great day of his wrath has come; and who shall be able to stand?,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 7:2,REV,Revelation,7,2,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And I saw another angel ascending from the east, having the seal of the living God: and he cried with a loud voice to the four angels, to whom it was given to hurt the earth and the sea,","And I saw another angel ascending from the east, having the seal of the living God: and he cried with a loud voice to the four angels, to whom it was given to hurt the earth and the sea,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 7:3,REV,Revelation,7,3,tr_literal_pass1,medium,12,,,no,"Saying, Hurt not the earth, neither the sea, nor the trees, till we have sealed the slaves of our God in their foreheads.","Saying, Hurt not the earth, neither the sea, nor the trees, till we have sealed the servants of our God in their foreheads.",rendered doulos-family wording as slave,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered doulos-family wording as slave,"check TR literal choice against Greek, then keep or adjust"
Revelation 8:10,REV,Revelation,8,10,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the third angel sounded, and there fell a great star from heaven, burning as it were a lamp, and it fell upon the third part of the rivers, and upon the fountains of waters;","And the third angel sounded, and there fell a great star from heaven, burning as it were a lamp, and it fell upon the third part of the rivers, and upon the fountains of waters;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 8:12,REV,Revelation,8,12,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the fourth angel sounded, and the third part of the sun was smitten, and the third part of the moon, and the third part of the stars; so as the third part of them was darkened, and the day shone not for a third part of it, and the night likewise.","And the fourth angel sounded, and the third part of the sun was smitten, and the third part of the moon, and the third part of the stars; so as the third part of them was darkened, and the day shone not for a third part of it, and the night likewise.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 8:13,REV,Revelation,8,13,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And I beheld, and heard an angel flying through the midst of heaven, saying with a loud voice, Woe, woe, woe, to the citizens of the earth by reason of the other voices of the trumpet of the three angels, which are yet to sound!","And I beheld, and heard an angel flying through the midst of heaven, saying with a loud voice, Woe, woe, woe, to the citizens of the earth by reason of the other voices of the trumpet of the three angels, which are yet to sound!",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 9:6,REV,Revelation,9,6,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:death,yes,"And in those days shall men seek death, and shall not find it; and shall desire to die, and death shall flee from them.","And in those days shall men seek death, and shall not find it; and shall desire to die, and death shall flee from them.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 9:13,REV,Revelation,9,13,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the sixth angel sounded, and I heard a voice from the four horns of the golden altar which is before God,","And the sixth angel sounded, and I heard a voice from the four horns of the golden altar which is before God,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 9:14,REV,Revelation,9,14,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"Saying to the sixth angel which had the trumpet, Loose the four angels which are bound in the great river Euphrates.","Saying to the sixth angel which had the trumpet, Loose the four angels which are bound in the great river Euphrates.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 9:18,REV,Revelation,9,18,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:fire,yes,"By these three was the third part of men killed, by the fire, and by the smoke, and by the brimstone, which issued out of their mouths.","By these three was the third part of men killed, by the fire, and by the smoke, and by the brimstone, which issued out of their mouths.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 10:5,REV,Revelation,10,5,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the angel which I saw stand upon the sea and upon the earth lifted up his hand to heaven,","And the angel which I saw stand upon the sea and upon the earth lifted up his hand to heaven,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 11:6,REV,Revelation,11,6,needs_focused_tr_review,high,12,soteriology,soteriology:blood,yes,"These have power to shut heaven, that it rain not in the days of their prophecy: and have power over waters to turn them to blood, and to strike the earth with all plagues, as often as they will.","These have power to shut heaven, that it rain not in the days of their prophecy: and have power over waters to turn them to blood, and to strike the earth with all plagues, as often as they will.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 12:9,REV,Revelation,12,9,needs_focused_tr_review,high,12,textual_literal,textual_literal:devil,yes,"And the great dragon was cast out, that old serpent, called the Devil, and Satan, which deceives the whole world: he was cast out into the earth, and his angels were cast out with him.","And the great dragon was cast out, that old serpent, called the Devil, and Satan, which deceives the whole world: he was cast out into the earth, and his angels were cast out with him.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
