ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation
1 Chronicles 28:9,1 Chronicles,28,9,medium,13,0,0,0,0,,326,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, soul","importance=medium; keywords=god, lord, soul; crossref_top_vote=326","And now, Salomon my son, know God of your fathers and serve him with complete heart and willing soul, because Lord examines all hearts and knows every thought. If you seek him, he will be found by you; and if you forsake him, he will forsake you to end.","And now, my son Solomon, know the God of thy fathers, and serve him with a perfect heart and willing soul: for the Lord searches all hearts, and knows every thought: if thou seek him, he will be found of thee; but if thou shouldest forsake him, he will forsake thee for ever."
2 Chronicles 6:20,2 Chronicles,6,20,low,13,0,0,3,3,"Acts 15:17, James 2:7, Romans 2:17",5,0,2,0,0,0,0,0,0,,,9,3,3,3,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"name, servant","importance=low; keywords=name, servant; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=5; crossref_shared_family=2; nt_eng=support:3/soften:3/mixed:3; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","that your eyes may be open upon this house day and night, upon this place where you said your name would be called there, to hear prayer which your servant prays toward this place.","so that thine eyes should be open over this house by day and by night, towards this place, whereon thou saidst thy name should be called, so as to hear the prayer which thy servant prays towards this house."
2 Chronicles 7:14,2 Chronicles,7,14,low,15,0,0,2,3,"Acts 15:17, James 2:7",297,1,0,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"name, repent","importance=low; keywords=name, repent; nt=Acts 15:17, James 2:7; crossref_top_vote=297; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","and my people upon whom my name has been called are put to shame, and they pray and seek my face and turn from their evil ways, then I will hear from heaven and be merciful to their sins and heal their land.","then if my people, on whom my name is called, should repent, and pray, and seek my face, and turn from their evil ways, I also will hear from heaven, and I will be merciful to their sins, and I will heal their land."
2 Chronicles 9:8,2 Chronicles,9,8,low,15,0,0,0,0,,5,1,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, judgment, justice, king, lord, righteousness","importance=low; keywords=god, judgment, justice, king, lord, righteousness; crossref_top_vote=5; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","Blessed be the Lord your God, who delighted in you to set you on his throne as king for the Lord your God. Because the Lord your God loved Israel to establish him forever, he gave you over them as king to do judgment and righteousness.","Blessed be the Lord thy God, who took pleasure in thee, to set thee upon his throne for a king, to the Lord thy God: forasmuch as the Lord thy God loved Israel to establish them for ever, therefore he has set thee over them for a king to execute judgment and justice."
2 Chronicles 12:13,2 Chronicles,12,13,high,23,1,0,3,3,"Acts 15:17, James 2:7, Romans 2:17",5,0,3,2,1,0,0,1,0,unclear,,9,3,3,3,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"king, lord, name","decisions=1; reviewed_decisions=1; importance=high; keywords=king, lord, name; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=5; crossref_shared_family=3; eng=fresh:1/brenton:0/mt:0; eng_flags=unclear; nt_eng=support:3/soften:3/mixed:3; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","And Rehoboam was strengthened in Jerusalem and reigned. Rehoboam was forty-one years old when he began to reign, and he reigned seventeen years in Jerusalem, in the city which the Lord chose from all the tribes of the sons of Israel to have his name called there, and his mother's name was Naamah the Ammonite.","So king Roboam strengthened himself in Jerusalem, and reigned: and Roboam was forty and one years old when he began to reign, and he reigned seventeen years in Jerusalem, in the city which the Lord chose out of all the tribes of the children of Israel to call his name there: and his mother's name was Noomma the Ammanitess."
2 Chronicles 26:18,2 Chronicles,26,18,low,13,0,0,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, god, king, lord, sacrifice","importance=low; keywords=glory, god, king, lord, sacrifice; crossref_top_vote=7","And they stood against Ozia the king and said to him, Not for you, Ozia, to burn incense to Lord, but for priests, sons of Aaron, those sanctified to burn incense. Go out from sanctuary, because you rebelled from Lord, and this shall not be for glory to you from Lord God.","And they withstood Ozias the king, and said to him, It is not for thee, Ozias, to burn incense to the Lord, but only for the priests the sons of Aaron, who are consecrated to sacrifice: go forth of the sanctuary, for thou hast departed from the Lord; and this shall not be for glory to thee from the Lord God."
2 Chronicles 33:16,2 Chronicles,33,16,low,18,0,0,0,0,,2,0,2,2,1,0,0,0,1,unclear,,0,0,0,0,,,1,soteria-sacrifice-formula,AutoComplete.db WordSense; Bible Word Study; Factbook; recent history,lexical_support,salvation-shaped rendering,high,keep,keep,"altar, god, lord, peace, sacrifice, salvation","importance=low; keywords=altar, god, lord, peace, sacrifice, salvation; crossref_top_vote=2; crossref_shared_family=2; eng=fresh:1/brenton:0/mt:0; eng_flags=unclear; logos=1; logos_reco=keep; logos_flags=lexical_support; logos_support=salvation-shaped rendering; reco=keep","And he restored the altar of the Lord and sacrificed upon it a sacrifice of salvation and of praise, and told Iouda to serve the Lord God of Israel.","And he repaired the altar of the Lord, and offered upon it a sacrifice of peace-offering and thank-offering, and he told Juda to serve the Lord God of Israel."
Ezra 1:1,Ezra,1,1,medium,10,0,0,0,0,,34,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, spirit","importance=medium; keywords=king, lord, spirit; crossref_top_vote=34","And in first year of Cyrus king of Persians, for fulfillment of word of the Lord from mouth of Ieremias, the Lord stirred spirit of Cyrus king of Persians, and he proclaimed with a voice through all his kingdom, also in writing, saying,","Now in the first year of Cyrus king of the Persians, that the word of the Lord by the mouth of Jeremias might be fulfilled, the Lord stirred up the spirit of Cyrus king of the Persians, and he issued a proclamation through all his kingdom, and that in writing, saying,"
Ezra 1:5,Ezra,1,5,medium,10,0,0,0,0,,7,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, spirit","importance=medium; keywords=god, lord, spirit; crossref_top_vote=7","Then heads of father-houses of Iouda and Beniamin rose up, and priests and Levites, all whose spirit God stirred to go up to build house of the Lord in Ierousalem.","Then the chiefs of the families of Juda and Benjamin arose, and the priests, and the Levites, all whose spirit the Lord stirred up to go up to build the house of the Lord that is in Jerusalem."
Ezra 6:3,Ezra,6,3,low,11,0,0,0,0,,4,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, king, sacrifice","importance=low; keywords=god, holy, king, sacrifice; crossref_top_vote=4","In first year of King Cyrus, Cyrus the king set decree concerning house of God in Ierousalem: Let the house be built, and the place where they sacrifice the offerings. And he set its height at sixty cubits and its breadth at sixty cubits,","In the first year of king Cyrus, Cyrus the king made a decree concerning the holy house of God that was in Jerusalem, saying, Let the house be built, and the place where they sacrifice the sacrifices. (Also he appointed its elevation, in height sixty cubits; its breadth was of sixty cubits.)"
Ezra 7:6,Ezra,7,6,low,11,0,0,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, king, law, lord","importance=low; keywords=god, king, law, lord; crossref_top_vote=13","This Ezra came up from Babylon, and he was a quick scribe in law of Moses, which Lord God of Israel gave, and the king gave to him because hand of Lord his God was upon him in all he sought.","This Esdras went up out of Babylon; and he was a ready scribe in the law of Moses, which the Lord God of Israel gave: and the king gave him leave, for the hand of the Lord his God was upon him in all things which he sought."
Ezra 7:12,Ezra,7,12,low,11,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, king, law, lord","importance=low; keywords=god, king, law, lord; crossref_top_vote=5","Arthasastha, king of kings, to Ezra, scribe of law of God of heaven: the matter is settled, and this the answer.","Arthasastha, king of kings, to Esdras, the scribe of the law of the Lord God of heaven, Let the order and the answer be accomplished."
Ezra 10:3,Ezra,10,3,medium,12,0,0,0,0,,8,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"covenant, god, law, offspring","importance=medium; keywords=covenant, god, law, offspring; crossref_top_vote=8","And now let us make a covenant with our God to put out all the women and those born from them, according to your counsel. Rise and warn them in commandments of our God, and let it be according to law.","Now then let us make a covenant with our God to put away all the wives, and their offspring, as thou shalt advise:"
Nehemiah 1:5,Nehemiah,1,5,medium,13,0,0,0,0,,25,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"covenant, god, lord, mercy","importance=medium; keywords=covenant, god, lord, mercy; crossref_top_vote=25","And I said, Please, Lord God of heaven, strong, great, and fearful, keeping the covenant and the mercy for those loving him and keeping his commandments,","And I said, Nay, I pray thee, O Lord God of heaven, the mighty, the great and terrible, keeping thy covenant and mercy to them that love him, and to those that keep his commandments:"
Nehemiah 1:11,Nehemiah,1,11,medium,15,0,0,0,0,,21,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, mercy, name, servant","importance=medium; keywords=king, lord, mercy, name, servant; crossref_top_vote=21","Please, Lord, let your ear be attentive to prayer of your servant and to prayer of your servants who desire to fear your name, and prosper your servant today and give him for compassions before this man. And I was cupbearer to the king.","Turn not away, I pray thee, O Lord, but let thine ear be attentive to the prayer of thy servant, and to the prayer of thy servants, who desire to fear thy name: and prosper, I pray thee, thy servant this day, and cause him to find mercy in the sight of this man. Now I was the king's cup-bearer."
Nehemiah 8:9,Nehemiah,8,9,low,12,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, law, lord, priest","importance=low; keywords=god, holy, law, lord, priest; crossref_top_vote=6","And Nehemias and Ezra the priest and scribe and the Levites teaching the people said to all the people, This day is holy to the Lord our God. Do not mourn and do not weep. For all the people were weeping as they heard words of the law.","And Neemias, and Esdras the priest and scribe, and the Levites, and they that instructed the people, spoke and said to all the people, It is a holy day to the Lord our God; do not mourn, nor weep. For all the people wept when they heard the words of the law."
Nehemiah 9:5,Nehemiah,9,5,low,11,0,0,0,0,,5,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, god, lord, name","importance=low; keywords=glory, god, lord, name; crossref_top_vote=5","And the Levites, Iesous and Kadmiel, said, Rise, bless the Lord your God from age to age, and they will bless name of your glory and will exalt it above every blessing and praise.","And the Levites, Jesus and Cadmiel, said, Rise up, bless the Lord our God forever and ever: and let them bless thy glorious name, and exalt it with all blessing and praise."
Nehemiah 10:29,Nehemiah,10,29,medium,12,0,0,0,0,,6,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, law, lord, servant","importance=medium; keywords=god, law, lord, servant; crossref_top_vote=6","And the rest of the people, the priests, the Levites, the gatekeepers, the singers, the nethinim, and everyone joining from peoples of the land to law of God, their wives, their sons, their daughters, everyone knowing and understanding,","were urgent with their brethren, and bound them under a curse, and entered into a curse, and into an oath, to walk in the law of God, which was given by the hand of Moses, the servant of God; to keep and to do all the commandments of the Lord, and his judgments, and his ordinances;"
Nehemiah 10:34,Nehemiah,10,34,medium,18,0,0,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"altar, god, holy, law, lord, sacrifice, sin","importance=medium; keywords=altar, god, holy, law, lord, sacrifice; crossref_top_vote=6","for bread of the presence and sacrifice of the continual offering and for continual whole burnt offering of the Sabbaths, of the new moons, for the feasts and for the holy things and for the sin offerings to make atonement concerning Israel, and for works of house of our God.","And we cast lots for the office of wood-bearing, we the priests, and the Levites, and the people, to bring wood into the house of our God, according to the house of our families, at certain set times, year by year, to burn on the altar of the Lord our God, as it is written in the law:"
Esther 1:13,Esther,1,13,low,7,0,0,0,0,,6,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, law","importance=low; keywords=judgment, law; crossref_top_vote=6","And he said to his friends, Thus Astin has spoken. So make law and judgment concerning this.",
Esther 1:20,Esther,1,20,medium,8,0,0,0,0,,6,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, law","importance=medium; keywords=king, law; crossref_top_vote=6","And let the law which the king makes be heard in his kingdom, and thus all women will give honor to their husbands, from poor to rich.",
Esther 2:12,Esther,2,12,medium,10,0,0,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"anointed, being, king","importance=medium; keywords=anointed, being, king; crossref_top_vote=5","And this was the time for a girl to go in to the king, when she completed twelve months, for thus the days of treatment are completed: six months being anointed with oil of myrrh and six months with spices and with the women's cosmetics.",
Esther 4:8,Esther,4,8,medium,8,0,0,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord","importance=medium; keywords=king, lord; crossref_top_vote=5","And he gave him copy of the notice posted in Sousa for their destruction, to show Esther, and he told him to command her, after going in, to plead with the king and urge him for the people, remembering days of your humiliation, how you were nourished in my hand, because Aman, the second to the kingdom, has spoken against us for death. Call upon the Lord and speak to the king concerning us and rescue us from death.",
Esther 4:11,Esther,4,11,medium,8,0,0,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, salvation","importance=medium; keywords=king, salvation; crossref_top_vote=7","all nations of the kingdom know that every man or woman who enters to the king in the inner court uncalled has no salvation, except the one to whom the king stretches out the golden scepter, that one will be saved. And I have not been called to go in to the king these thirty days.",
Esther 8:8,Esther,8,8,medium,8,0,0,0,0,,9,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, name","importance=medium; keywords=king, name; crossref_top_vote=9","Write also yourselves in my name as seems good to you, and seal it with my ring. For whatever is written when the king commands and sealed with my ring, there is no contradicting it.",
Job 1:1,Job,1,1,medium,12,0,0,0,0,,51,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, name, righteous","importance=medium; keywords=god, name, righteous; crossref_top_vote=51","There was a certain man in the land of Ausitis, whose name was Iōb, and that man was true, blameless, righteous, god-fearing, turning away from every evil thing.",
Job 1:8,Job,1,8,medium,9,0,0,0,0,,12,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, servant","importance=medium; keywords=god, lord, servant; crossref_top_vote=12","And the Lord said to him, Did you set your mind against my servant Iōb, because there is no man like him on the earth, blameless, true, god-fearing, turning away from every evil thing?",
Job 2:3,Job,2,3,medium,10,0,0,0,0,,7,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, servant","importance=medium; keywords=god, lord, servant; crossref_top_vote=7","And the Lord said to the slanderer, Did you then give attention to my servant Iōb, because there is no man like him on the earth, innocent, true, blameless, god-fearing, turning away from every evil, and he still holds fast his innocence? Yet you spoke against his possessions to destroy them for nothing.",
Job 9:2,Job,9,2,low,9,0,0,0,0,,8,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, righteous, truth","importance=low; keywords=lord, righteous, truth; crossref_top_vote=8",In truth I know that it is so; for how will a mortal be righteous before the Lord?,
Job 35:2,Job,35,2,low,9,0,0,0,0,,3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, righteous","importance=low; keywords=judgment, lord, righteous; crossref_top_vote=3","What is this you counted in judgment, you who said, I am righteous before Lord?",
Job 42:17,Job,42,17,medium,9,0,0,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, name","importance=medium; keywords=king, lord, name; crossref_top_vote=11","And Iōb died old and full of days. And it is written that he will rise again with those whom Lord raises up. This man, interpreted from Syriac book, dwelt in land Ausitis on borders of Idumaia and Arabia, and his former name was Iōbab. Taking Arabian wife, he fathered son whose name was Ennon. And he himself was son of Zare, one of sons of Esau, from mother Bosorra, so as to be fifth from Abraham. And these were kings who reigned in Edom, over which he also first ruled: Balak son of Beōr, and name of his city was Dennaba; after Balak, Iōbab called Iōb; after him Asom, ruler from country of Thaimanitis; after him Adad son of Barad, who cut down Madiam in plain of Mōab, and name of his city was Geththaim. And friends coming to him were Eliphas king of sons of Esau from Thaimanites, Baldad tyrant of Sauchites, and Sophar king of Minaians.",
Psalms 19:7,Psalms,19,7,low,13,0,0,0,0,,52,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"anointed, holy, lord, salvation","importance=low; keywords=anointed, holy, lord, salvation; crossref_top_vote=52",Now I knew that Lord saved his Anointed; he will hear him from his holy heaven. Salvation of his right hand is in acts of power.,
Psalms 23:5,Psalms,23,5,low,13,0,0,0,0,,84,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, mercy, savior","importance=low; keywords=god, lord, mercy, savior; crossref_top_vote=84",This one will receive blessing from Lord and mercy from God his savior.,
Psalms 24:1,Psalms,24,1,medium,12,0,0,0,0,,92,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, soul","importance=medium; keywords=god, lord, soul; crossref_top_vote=92","Psalm of David. To you, Lord, I lifted my soul, O my God.",
Psalms 83:12,Psalms,83,12,low,14,0,0,0,0,,5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, god, grace, lord, mercy, truth","importance=low; keywords=glory, god, grace, lord, mercy, truth; crossref_top_vote=5",Because the Lord God loves mercy and truth; the Lord will give grace and glory; he will not withhold good things from those walking in innocence.,
Psalms 84:11,Psalms,84,11,low,14,0,0,0,0,,106,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"mercy, peace, righteousness, truth","importance=low; keywords=mercy, peace, righteousness, truth; crossref_top_vote=106",Mercy and truth met together; righteousness and peace kissed.,
Psalms 113:9,Psalms,113,9,low,13,0,0,0,0,,15,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, lord, mercy, name, truth","importance=low; keywords=glory, lord, mercy, name, truth; crossref_top_vote=15","Not to us, Lord, not to us, but to your name give glory, upon your mercy and your truth.",
Proverbs 3:9,Proverbs,3,9,medium,11,0,0,0,0,,33,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, righteous, righteousness","importance=medium; keywords=lord, righteous, righteousness; crossref_top_vote=33",Honor Lord from your righteous labors and offer firstfruits to him from fruits of your righteousness.,
Proverbs 3:16,Proverbs,3,16,low,11,0,0,0,0,,14,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, law, mercy, righteousness","importance=low; keywords=glory, law, mercy, righteousness; crossref_top_vote=14","For length of life and years of life are in her right hand; in her left are riches and glory. From her mouth comes righteousness, and law and mercy she carries on her tongue.",
Proverbs 9:10,Proverbs,9,10,low,11,0,0,0,0,,72,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"holy, law, lord","importance=low; keywords=holy, law, lord; crossref_top_vote=72","Beginning of wisdom fear of Lord, and counsel of holy ones understanding. For knowing law belongs to good mind.",
Proverbs 10:3,Proverbs,10,3,medium,11,0,0,0,0,,20,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, righteous, soul","importance=medium; keywords=lord, righteous, soul; crossref_top_vote=20","Lord will not starve righteous soul, but life of ungodly he will overthrow.",
Proverbs 15:29,Proverbs,15,29,medium,11,0,0,0,0,,27,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, righteous, righteousness","importance=medium; keywords=god, righteous, righteousness; crossref_top_vote=27","God far from ungodly, but prayers of righteous he hears. Better little taking with righteousness than much produce with injustice. Let heart of man reckon righteous things, so that his steps may be corrected by God.",
Proverbs 26:11,Proverbs,26,11,medium,11,0,0,0,0,,26,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, grace, sin","importance=medium; keywords=glory, grace, sin; crossref_top_vote=26","As dog when it returns to its own vomit and becomes hateful, so fool, turning in his own evil, returns to his own sin. There is shame bringing sin, and there is shame = glory and grace.",
Ecclesiastes 2:24,Ecclesiastes,2,24,medium,8,0,0,0,0,,17,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, soul","importance=medium; keywords=god, soul; crossref_top_vote=17","There is no good in man except that he should eat and drink and show his soul good in his toil; and this too I saw, that it is from hand of God.",
Ecclesiastes 2:26,Ecclesiastes,2,26,medium,9,0,0,0,0,,43,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, spirit","importance=medium; keywords=god, spirit; crossref_top_vote=43","Because to the man who is good before him he gave wisdom and knowledge and gladness, but to the sinner he gave distraction, to add and to gather in order to give to one good before the face of God; because this too is vanity and choice of spirit.",
Ecclesiastes 6:2,Ecclesiastes,6,2,medium,10,0,0,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, god, soul","importance=medium; keywords=glory, god, soul; crossref_top_vote=10","A man to whom God gives wealth and possessions and glory, so that his soul lacks nothing of all he desires, yet God does not empower him to eat from it, because a foreign man will eat it. This is vanity and grievous sickness.",
Ecclesiastes 7:20,Ecclesiastes,7,20,medium,9,0,0,0,0,,28,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"righteous, sin","importance=medium; keywords=righteous, sin; crossref_top_vote=28",Because there is not righteous man on earth who will do good and not sin.,
Ecclesiastes 11:5,Ecclesiastes,11,5,medium,9,0,0,0,0,,22,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, spirit","importance=medium; keywords=god, spirit; crossref_top_vote=22","As you do not know what way of spirit, as bones in womb of pregnant woman, so you will not know works of God, who will make all things.",
Ecclesiastes 11:9,Ecclesiastes,11,9,medium,9,0,0,0,0,,45,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, judgment","importance=medium; keywords=god, judgment; crossref_top_vote=45","Rejoice, young man, in your youth, and let your heart do you good in days of youth, and walk in ways of your heart and in sight of your eyes, and know that for all these God will bring you in judgment.",
Song of Solomon 1:7,Song of Solomon,1,7,medium,8,0,0,0,0,,8,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"shepherd, soul","importance=medium; keywords=shepherd, soul; crossref_top_vote=8","Tell me, you whom my soul loved, where do you shepherd, where do you rest at noon, lest I become as one veiled over flocks of your companions?",
Song of Solomon 2:3,Song of Solomon,2,3,medium,6,0,0,0,0,,7,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,beloved,importance=medium; keywords=beloved; crossref_top_vote=7,"As an apple tree among trees of the grove, so my beloved in midst of sons. In his shadow I desired and sat, and his fruit was sweet to my palate.",
Song of Solomon 2:9,Song of Solomon,2,9,medium,6,0,0,0,0,,6,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,beloved,importance=medium; keywords=beloved; crossref_top_vote=6,"My beloved is like gazelle or fawn of deer on mountains of Bethel. Look, he stands behind our wall, peering through windows, looking through lattices.",
Song of Solomon 3:1,Song of Solomon,3,1,medium,6,0,0,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,soul,importance=medium; keywords=soul; crossref_top_vote=10,On my bed by nights I sought the one my soul loved; I sought him and did not find him; I called him and he did not answer me.,
Song of Solomon 5:6,Song of Solomon,5,6,medium,8,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"beloved, soul","importance=medium; keywords=beloved, soul; crossref_top_vote=5","I opened, I, to my beloved; my beloved passed by. My soul went out at his word. I sought him and did not find him; I called him and he did not answer me.",
Song of Solomon 6:2,Song of Solomon,6,2,low,7,0,0,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"beloved, shepherd","importance=low; keywords=beloved, shepherd; crossref_top_vote=7","My beloved went down into his garden, into bowls of spice, to shepherd in gardens and gather lilies.",
Isaiah 9:6,Isaiah,9,6,low,14,0,0,0,0,,177,6,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, peace, righteousness","importance=low; keywords=judgment, lord, peace, righteousness; crossref_top_vote=177","Great his rule, and his peace has no boundary, upon throne of David and his kingdom, to make it prosper and uphold it in righteousness and judgment from now and forever. Zeal of Lord Sabaoth will do these things.",
Isaiah 12:2,Isaiah,12,2,low,15,0,0,0,0,,54,1,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"glory, god, lord, salvation, savior","importance=low; keywords=glory, god, lord, salvation, savior; crossref_top_vote=54; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","Behold, my God is my savior. I will trust in the Lord and be saved in him, and I will not fear, because the Lord is my glory and my praise, and he became salvation to me.",
Isaiah 44:2,Isaiah,44,2,low,14,0,0,0,0,,200,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"beloved, god, lord, servant","importance=low; keywords=beloved, god, lord, servant; crossref_top_vote=200","Thus says Lord God, one making you and shaping you from womb: You will still be helped. Do not fear, my servant Jacob, beloved Israel whom I chose.",
Isaiah 49:7,Isaiah,49,7,medium,14,0,0,0,0,,12,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, lord, servant, soul","importance=medium; keywords=god, holy, lord, servant, soul; crossref_top_vote=12","Thus says Lord, the one rescuing you, the God of Israel: to the one despised in soul, to the one abhorred by nations, to servant of rulers: Kings will see and rise, rulers also, and will worship, because of Lord, because Holy One of Israel is faithful, and he chose you.",
Isaiah 54:10,Isaiah,54,10,medium,16,0,0,0,0,,56,3,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"being, covenant, lord, mercy, peace","importance=medium; keywords=being, covenant, lord, mercy, peace; crossref_top_vote=56; eng_reco=keep; reco=keep","Mountains may be moved and your hills shaken, but my mercy for you will not fail, and the covenant of your peace will not be moved, says the Lord, being gracious to you.",
Isaiah 59:21,Isaiah,59,21,medium,15,0,0,0,0,,320,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"covenant, lord, seed, spirit","importance=medium; keywords=covenant, lord, seed, spirit; crossref_top_vote=320","And this covenant from me with them, said Lord: My Spirit which is on you and words I put in your mouth will not fail from your mouth nor from mouth of your seed, said Lord, from now and forever.",
Jeremiah 4:2,Jeremiah,4,2,low,13,0,0,0,0,,8,3,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, judgment, lord, righteousness, truth","importance=low; keywords=god, judgment, lord, righteousness, truth; crossref_top_vote=8; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","and one swears, As the Lord lives, with truth and in judgment and in righteousness, then nations will bless in him, and in him they will praise God in Jerusalem.",
Jeremiah 7:11,Jeremiah,7,11,low,12,0,0,3,3,"Acts 15:17, James 2:7, Romans 2:17",10,5,0,0,0,0,0,0,0,,,15,4,6,5,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","importance=low; keywords=lord, name; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=10; nt_eng=support:4/soften:6/mixed:5; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","has my house over which my name has been called become den of robbers there before you? And I, behold, have seen, says Lord.",
